scenario_id,scenario_type,seed,minute,data_classification,lel_ratio,h2s_ratio,co_ratio,oxygen_deficit_ratio,pressure_ratio,lel_slope,h2s_slope,co_slope,oxygen_slope,pressure_slope,gas_burden,max_sensor_ratio,mean_positive_slope,correlated_rise,ventilation_impaired,hot_work_active,confined_space_active,workers_in_zone,min_worker_distance_m,shift_handover,permit_overlap_count,isolation_active,stream_quality,hotwork_gas_interaction,worker_gas_interaction,confined_oxygen_interaction,barrier_gas_interaction,handover_permit_interaction,single_sensor_alarm,latent_risk,harmful_state,risk_within_horizon,event_minute
normal_shift-1000,normal_shift,1000,26,SIMULATED,0.11073156,0.13727950,0.22739037,0.09004594,0.54582779,0.00008040,-0.00232751,-0.00099709,-0.00004035,-0.00172684,0.18647254,0.54582779,0.00001608,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98513770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.04859800,0,0,-1
normal_shift-1000,normal_shift,1000,27,SIMULATED,0.12891519,0.11857841,0.21239248,0.07448349,0.55323211,0.00940733,-0.00596657,-0.00811824,-0.00176035,0.00115338,0.18387597,0.55323211,0.00211214,0.00042243,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98334601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00830800,0,0,-1
normal_shift-1000,normal_shift,1000,28,SIMULATED,0.11801927,0.13582935,0.20787938,0.06934751,0.54814259,0.00853727,0.00203963,-0.00550874,-0.00551781,0.00074494,0.18193962,0.54814259,0.00226437,0.00045287,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98392924,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00231500,0,0,-1
normal_shift-1000,normal_shift,1000,29,SIMULATED,0.12749105,0.13229246,0.20866013,0.07341944,0.54268107,0.00558650,-0.00166235,-0.00624341,-0.00554217,-0.00104891,0.18432914,0.54268107,0.00111730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98895094,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.02670900,0,0,-1
normal_shift-1000,normal_shift,1000,30,SIMULATED,0.12546793,0.10652656,0.22149784,0.06593567,0.52907867,-0.00114909,-0.00401728,0.00303512,-0.00284928,-0.00805115,0.17749434,0.52907867,0.00060702,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98652210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00327900,0,0,-1
normal_shift-1000,normal_shift,1000,31,SIMULATED,0.11264183,0.11847186,0.22734899,0.06925790,0.52992957,-0.00179248,-0.00578583,0.00648987,-0.00002987,-0.00607100,0.17770483,0.52992957,0.00129797,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98365804,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00520200,0,0,-1
normal_shift-1000,normal_shift,1000,32,SIMULATED,0.09650031,0.13814208,0.22653202,0.07003549,0.52974486,-0.01033025,0.00194987,0.00595730,-0.00112798,-0.00431207,0.17682218,0.52974486,0.00158143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99152119,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00140300,0,0,-1
normal_shift-1000,normal_shift,1000,33,SIMULATED,0.11071945,0.16190682,0.21297545,0.06868978,0.52376969,-0.00491616,0.01846009,-0.00284080,0.00091804,-0.00176966,0.18322803,0.52376969,0.00387563,0.00077513,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98855280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00521700,0,0,-1
normal_shift-1000,normal_shift,1000,34,SIMULATED,0.12715372,0.13522194,0.22572873,0.10094227,0.52780461,0.00483730,0.00558336,-0.00054009,0.01056146,-0.00070832,0.19055651,0.52780461,0.00419642,0.00083928,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98619922,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.02317300,0,0,-1
normal_shift-1000,normal_shift,1000,35,SIMULATED,0.12900586,0.12292922,0.22314945,0.08314791,0.52413392,0.01083518,-0.00507095,-0.00112752,0.00437081,-0.00187031,0.18469294,0.52413392,0.00304120,0.00060824,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98867037,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00622100,0,0,-1
normal_shift-1000,normal_shift,1000,36,SIMULATED,0.12274236,0.12887308,0.22385621,0.09506473,0.53627998,0.00400764,-0.01101125,0.00362692,0.00879165,0.00417010,0.18748771,0.53627998,0.00411926,0.00082385,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98468441,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.02403000,0,0,-1
normal_shift-1000,normal_shift,1000,37,SIMULATED,0.11149891,0.12601441,0.22725175,0.10128616,0.54540691,-0.00521827,-0.00306918,0.00050767,0.00011463,0.00586743,0.18596275,0.54540691,0.00129795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98363697,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00925600,0,0,-1
normal_shift-1000,normal_shift,1000,38,SIMULATED,0.10669459,0.11884180,0.22539897,0.09444131,0.52727734,-0.00743709,-0.00136247,0.00074984,0.00376447,0.00104781,0.17924317,0.52727734,0.00111242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98243265,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.01219200,0,0,-1
normal_shift-1000,normal_shift,1000,39,SIMULATED,0.10802376,0.12085341,0.21184432,0.08873790,0.52778977,-0.00490620,-0.00267322,-0.00400396,-0.00210895,-0.00283007,0.17682017,0.52778977,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98429331,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.01876400,0,0,-1
normal_shift-1000,normal_shift,1000,40,SIMULATED,0.09162782,0.14323900,0.22100146,0.09006459,0.52825566,-0.00662370,0.00574153,-0.00208343,-0.00374053,-0.00571708,0.17841476,0.52825566,0.00114831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98744855,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.03906200,0,0,-1
normal_shift-1000,normal_shift,1000,41,SIMULATED,0.10839407,0.14673867,0.20278666,0.08839767,0.53045628,0.00056649,0.00929895,-0.00753744,-0.00201455,0.00105965,0.18126859,0.53045628,0.00218502,0.00043700,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98009051,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.01319400,0,0,-1
normal_shift-1000,normal_shift,1000,42,SIMULATED,0.11679440,0.15076822,0.19416472,0.07891111,0.54280483,0.00292355,0.00997160,-0.00589320,-0.00327559,0.00500502,0.18325522,0.54280483,0.00358003,0.00071601,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98581383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00629300,0,0,-1
normal_shift-1000,normal_shift,1000,43,SIMULATED,0.10757864,0.15468523,0.19586186,0.07893079,0.54390600,0.00531694,0.00381541,-0.00837986,-0.00371127,0.00521678,0.18160870,0.54390600,0.00286983,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.97614919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00537100,0,0,-1
normal_shift-1000,normal_shift,1000,44,SIMULATED,0.10344005,0.14849141,0.21554997,0.08929402,0.53078139,-0.00165134,0.00058425,0.00425444,0.00029878,0.00010837,0.18254873,0.53078139,0.00104917,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98157573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.01324400,0,0,-1
normal_shift-1000,normal_shift,1000,45,SIMULATED,0.11071149,0.15668822,0.20150593,0.08199384,0.53592551,-0.00202764,0.00197333,0.00244707,0.00102758,-0.00229311,0.18360023,0.53592551,0.00108960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98510478,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00767400,0,0,-1
normal_shift-1000,normal_shift,1000,46,SIMULATED,0.12366928,0.16521138,0.19283598,0.10027160,0.52605913,0.00536355,0.00350872,-0.00100863,0.00711360,-0.00594896,0.18980170,0.52605913,0.00319717,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98182535,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.01130100,0,0,-1
normal_shift-1000,normal_shift,1000,47,SIMULATED,0.13147058,0.14061442,0.19100930,0.10087719,0.52577497,0.00934351,-0.00262566,-0.00818023,0.00386106,-0.00166881,0.18662078,0.52577497,0.00264091,0.00052818,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98353555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00325700,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,0,SIMULATED,0.11134885,0.13997827,0.20290896,0.06301116,0.53358767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17706277,0.53358767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00090600,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,1,SIMULATED,0.11474428,0.12366085,0.18729378,0.05715864,0.54349726,0.00169771,-0.00815871,-0.00780759,-0.00292626,0.00495479,0.17200149,0.54349726,0.00133050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98658141,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.03137300,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,2,SIMULATED,0.11145017,0.13915889,0.18878109,0.05559696,0.52790392,0.00003377,-0.00027313,-0.00470929,-0.00247140,-0.00189458,0.17250359,0.52790392,0.00000675,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98897415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00925900,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,3,SIMULATED,0.11640622,0.11565221,0.19481655,0.06581533,0.53383778,0.00168579,-0.00810869,-0.00269747,0.00093472,0.00008337,0.17235144,0.53383778,0.00054078,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99652838,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.02978800,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,4,SIMULATED,0.10909182,0.13605751,0.19975863,0.06839644,0.52986010,-0.00188416,0.00413222,0.00415495,0.00374593,-0.00454572,0.17532523,0.52986010,0.00240662,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99450469,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00504200,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,5,SIMULATED,0.09589040,0.14770926,0.20095774,0.05457439,0.51933617,-0.00518659,0.00285012,0.00405888,-0.00034086,-0.00285592,0.17040560,0.51933617,0.00138180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99410746,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.03624700,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,6,SIMULATED,0.09295953,0.15997940,0.19101876,0.05254351,0.51795027,-0.00781556,0.01477573,-0.00126593,-0.00442394,-0.00529584,0.16988689,0.51795027,0.00295515,0.00059103,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99558880,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.01610100,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,7,SIMULATED,0.09897474,0.14943760,0.20125464,0.04385346,0.54593324,-0.00337236,0.00446003,0.00049867,-0.00818099,0.00535771,0.17330257,0.54593324,0.00206328,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98855865,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.00835100,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,8,SIMULATED,0.10475774,0.15376742,0.19200714,0.05814738,0.54916477,0.00295578,0.00201939,-0.00298353,0.00119100,0.00994287,0.17711595,0.54916477,0.00322181,0.00064436,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99053381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.02028600,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,9,SIMULATED,0.13054435,0.13677066,0.19527177,0.07481346,0.55555546,0.01252827,-0.00773624,0.00141767,0.00742332,0.01253506,0.18564946,0.55555546,0.00678086,0.00271235,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98955691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00469400,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,10,SIMULATED,0.11235321,0.13644286,0.19337691,0.06949548,0.56500059,0.00445949,-0.00433158,-0.00262591,0.00854734,0.00635578,0.17969765,0.56500059,0.00387252,0.00077450,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99361199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00779600,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,11,SIMULATED,0.10269197,0.13587522,0.20081859,0.08401060,0.55038840,-0.00068859,-0.00596407,0.00293715,0.00862108,0.00040788,0.17838963,0.55038840,0.00239322,0.00047864,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99413335,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.02198100,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,12,SIMULATED,0.08918915,0.13352567,0.20888524,0.09583786,0.53703830,-0.01378507,-0.00108166,0.00453782,0.00700814,-0.00617239,0.17529417,0.53703830,0.00230919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.99240514,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.02245900,0,0,-1
isolated_sensor_spike-1000,isolated_sensor_spike,1000,13,SIMULATED,0.10068343,0.14209404,0.20500620,0.08749026,0.53067272,-0.00388993,0.00188373,0.00387643,0.00599826,-0.01144262,0.17805967,0.53067272,0.00235168,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,120.00000000,0.00000000,0.00000000,0.00000000,0.98467267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,-0.01219600,0,0,-1
